station_name,city,datetime,air_temperature,air_temperature_dew_point,wind_speed_rate,visibility_distance,Season_name,month,hour
WADI AL DAWASIR,WADI AL DAWASIR,2025-06-03 12:00:00,43,-9,5.1,10000,Summer,6,12
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-06-03 12:00:00,34.1,25,5.1,9000,Summer,6,12
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-06-03 12:00:00,33.5,19,8.2,10000,Summer,6,12
MINA,MINA,2025-06-03 12:00:00,41.6,11,3.1,8000,Summer,6,12
AL-DAWADAMI,AL-DAWADAMI,2025-06-03 12:00:00,38,-8,3.1,10000,Summer,6,12
KING KHALED INTL,KING KHALED INTL,2025-06-03 12:00:00,40,-7,4.6,9900,Summer,6,12
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-06-03 12:00:00,40,4,11.8,5000,Summer,6,12
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-06-03 12:00:00,41.4,-8,3.1,10000,Summer,6,12
WEJH,WEJH,2025-06-03 12:00:00,30.1,19,10.3,10000,Summer,6,12
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-06-03 12:00:00,39.3,2,10.8,2500,Summer,6,12
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-06-03 12:00:00,39,2,10.8,2500,Summer,6,12
RAFHA,RAFHA,2025-06-03 12:00:00,35.8,3,4.1,10000,Summer,6,12
RAFHA,RAFHA,2025-06-03 12:00:00,36,3,4.1,9900,Summer,6,12
GURIAT,GURIAT,2025-06-03 12:00:00,32,1,6.2,9900,Summer,6,12
KING KHALED INTL,KING KHALED INTL,2025-06-03 12:00:00,39.9,-7,4.6,10000,Summer,6,12
YENBO,YENBO,2025-06-03 12:00:00,36.4,20,12.4,7000,Summer,6,12
KING KHALED AB,KING KHALED AB,2025-06-03 12:00:00,30.7,-13,1.5,10000,Summer,6,12
ABHA,ABHA,2025-06-03 12:00:00,29.2,11,5.1,10000,Summer,6,12
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-06-03 12:00:00,34,25,5.1,9000,Summer,6,12
NEJRAN,NEJRAN,2025-06-03 12:00:00,38.7,-10,3.1,10000,Summer,6,12
NEJRAN,NEJRAN,2025-06-03 12:00:00,39,-10,3.1,9900,Summer,6,12
WADI AL DAWASIR,WADI AL DAWASIR,2025-06-03 12:00:00,43,-9,5.1,9900,Summer,6,12
GASSIM,GASSIM,2025-06-03 12:00:00,38.8,-3,2.6,10000,Summer,6,12
WEJH,WEJH,2025-06-03 12:00:00,30,19,10.3,9900,Summer,6,12
TURAIF,TURAIF,2025-06-03 12:00:00,28.3,0,3.1,10000,Summer,6,12
AL AHSA,AL AHSA,2025-06-03 12:00:00,41.2,-1,10.8,2000,Summer,6,12
SHARURAH,SHARURAH,2025-06-03 12:00:00,42,-10,6.2,9900,Summer,6,12
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-06-03 12:00:00,38,-8,3.1,9900,Summer,6,12
AL BAHA,AL BAHA,2025-06-03 12:00:00,35,-10,2.1,10000,Summer,6,12
AL BAHA,AL BAHA,2025-06-03 12:00:00,35,-10,2.1,9999,Summer,6,12
ABHA,ABHA,2025-06-03 12:00:00,29,11,5.1,9999,Summer,6,12
BISHA,BISHA,2025-06-03 12:00:00,38,-11,2.6,9900,Summer,6,12
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-06-03 12:00:00,41,-8,3.1,9900,Summer,6,12
TABUK,TABUK,2025-06-03 12:00:00,31.6,1,2.1,10000,Summer,6,12
TABUK,TABUK,2025-06-03 12:00:00,32,1,2.1,9900,Summer,6,12
HAIL,HAIL,2025-06-03 12:00:00,34,-4,2.1,9900,Summer,6,12
QAISUMAH,QAISUMAH,2025-06-03 12:00:00,38.6,-4,5.7,10000,Summer,6,12
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-06-03 12:00:00,37,1,2.6,9900,Summer,6,12
SHARURAH,SHARURAH,2025-06-03 12:00:00,41.5,-10,6.2,10000,Summer,6,12
TURAIF,TURAIF,2025-06-03 12:00:00,28,0,3.1,9900,Summer,6,12
ARAR,ARAR,2025-06-03 12:00:00,34.1,2,4.1,10000,Summer,6,12
ARAR,ARAR,2025-06-03 12:00:00,34,2,4.1,9900,Summer,6,12
AL JOUF,AL JOUF,2025-06-03 11:00:00,32,0,3.1,9900,Summer,6,11
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-06-03 11:00:00,39,0,10.8,3000,Summer,6,11
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-06-03 11:00:00,40,4,12.9,4000,Summer,6,11
ARAR,ARAR,2025-06-03 11:00:00,33,1,3.6,9900,Summer,6,11
GASSIM,GASSIM,2025-06-03 11:00:00,39,-3,5.1,9900,Summer,6,11
TURAIF,TURAIF,2025-06-03 11:00:00,28,2,5.1,9900,Summer,6,11
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-06-03 11:00:00,35,2,2.6,9900,Summer,6,11
QAISUMAH,QAISUMAH,2025-06-03 11:00:00,38,-4,6.7,9900,Summer,6,11
YENBO,YENBO,2025-06-03 11:00:00,37,19,12.4,5000,Summer,6,11
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-06-03 11:00:00,35,23,5.1,9000,Summer,6,11
TABUK,TABUK,2025-06-03 11:00:00,31,1,1.5,9900,Summer,6,11
WEJH,WEJH,2025-06-03 11:00:00,30,20,9.8,9900,Summer,6,11
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-06-03 11:00:00,38,-6,0,9900,Summer,6,11
AL BAHA,AL BAHA,2025-06-03 11:00:00,35,-11,4.1,9999,Summer,6,11
RAFHA,RAFHA,2025-06-03 11:00:00,36,1,3.6,9900,Summer,6,11
AL AHSA,AL AHSA,2025-06-03 11:00:00,42,-3,11.3,1500,Summer,6,11
SHARURAH,SHARURAH,2025-06-03 11:00:00,41,-6,4.6,9900,Summer,6,11
KING KHALED INTL,KING KHALED INTL,2025-06-03 11:00:00,39,-7,3.6,9900,Summer,6,11
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-06-03 11:00:00,41,-9,3.6,9900,Summer,6,11
TAIF,TAIF,2025-06-03 11:00:00,37,-10,2.6,9900,Summer,6,11
WADI AL DAWASIR,WADI AL DAWASIR,2025-06-03 11:00:00,43,-9,4.1,9900,Summer,6,11
BISHA,BISHA,2025-06-03 11:00:00,39,-11,1.5,9900,Summer,6,11
GURIAT,GURIAT,2025-06-03 11:00:00,30,4,6.2,9900,Summer,6,11
KING KHALED AB,KING KHALED AB,2025-06-03 11:00:00,31,-10,5.1,9999,Summer,6,11
ABHA,ABHA,2025-06-03 11:00:00,32,-14,2.1,9999,Summer,6,11
HAIL,HAIL,2025-06-03 11:00:00,33,-3,2.1,9900,Summer,6,11
NEJRAN,NEJRAN,2025-06-03 11:00:00,38,-10,3.1,9900,Summer,6,11
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-06-03 11:00:00,34,19,8.2,9900,Summer,6,11
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-06-03 10:00:00,35,20,8.2,9900,Summer,6,10
HAIL,HAIL,2025-06-03 10:00:00,32,-2,1,9900,Summer,6,10
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-06-03 10:00:00,39,3,11.8,2000,Summer,6,10
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-06-03 10:00:00,37,-6,2.6,9900,Summer,6,10
ARAR,ARAR,2025-06-03 10:00:00,32,2,3.1,9900,Summer,6,10
SHARURAH,SHARURAH,2025-06-03 10:00:00,42,-6,5.7,9900,Summer,6,10
ABHA,ABHA,2025-06-03 10:00:00,31,-12,5.1,9999,Summer,6,10
GURIAT,GURIAT,2025-06-03 10:00:00,29,5,7.2,9900,Summer,6,10
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-06-03 10:00:00,40,-7,3.1,9900,Summer,6,10
GASSIM,GASSIM,2025-06-03 10:00:00,38,-2,2.6,9900,Summer,6,10
WEJH,WEJH,2025-06-03 10:00:00,29,21,9.8,9900,Summer,6,10
AL AHSA,AL AHSA,2025-06-03 10:00:00,41,-6,11.3,1500,Summer,6,10
KING KHALED AB,KING KHALED AB,2025-06-03 10:00:00,30,999.9,4.1,9999,Summer,6,10
AL BAHA,AL BAHA,2025-06-03 10:00:00,33,-11,4.1,9900,Summer,6,10
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-06-03 10:00:00,34,2,2.6,9900,Summer,6,10
TURAIF,TURAIF,2025-06-03 10:00:00,27,4,5.1,9900,Summer,6,10
YENBO,YENBO,2025-06-03 10:00:00,38,18,12.4,7000,Summer,6,10
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-06-03 10:00:00,34,23,4.6,9000,Summer,6,10
KING KHALED INTL,KING KHALED INTL,2025-06-03 10:00:00,39,-5,4.6,9900,Summer,6,10
QAISUMAH,QAISUMAH,2025-06-03 10:00:00,38,-2,6.7,9900,Summer,6,10
NEJRAN,NEJRAN,2025-06-03 10:00:00,38,-10,3.1,9900,Summer,6,10
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-06-03 10:00:00,40,5,14.9,3500,Summer,6,10
TAIF,TAIF,2025-06-03 10:00:00,35,-12,1.5,9900,Summer,6,10
WADI AL DAWASIR,WADI AL DAWASIR,2025-06-03 10:00:00,43,-9,4.1,9900,Summer,6,10
BISHA,BISHA,2025-06-03 10:00:00,38,-10,3.1,9900,Summer,6,10
TABUK,TABUK,2025-06-03 10:00:00,29,1,2.1,9900,Summer,6,10
RAFHA,RAFHA,2025-06-03 10:00:00,35,1,3.1,9900,Summer,6,10
AL JOUF,AL JOUF,2025-06-03 10:00:00,31,0,5.1,9900,Summer,6,10
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-06-03 09:00:00,34.7,18,9.3,10000,Summer,6,9
AL-DAWADAMI,AL-DAWADAMI,2025-06-03 09:00:00,36.2,-7,3.6,10000,Summer,6,9
GASSIM,GASSIM,2025-06-03 09:00:00,36.8,-3,4.1,10000,Summer,6,9
AL JOUF,AL JOUF,2025-06-03 09:00:00,30,0,7.2,9900,Summer,6,9
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-06-03 09:00:00,39,-8,1.5,9900,Summer,6,9
QAISUMAH,QAISUMAH,2025-06-03 09:00:00,37,-2,6.7,9900,Summer,6,9
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-06-03 09:00:00,32,3,5.1,9900,Summer,6,9
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-06-03 09:00:00,38.9,3,12.4,2000,Summer,6,9
TURAIF,TURAIF,2025-06-03 09:00:00,25,5,5.1,9900,Summer,6,9
NEJRAN,NEJRAN,2025-06-03 09:00:00,37.6,-9,3.1,10000,Summer,6,9
BISHA,BISHA,2025-06-03 09:00:00,37,-9,2.6,10000,Summer,6,9
BISHA,BISHA,2025-06-03 09:00:00,37,-9,2.6,9900,Summer,6,9
AL AHSA,AL AHSA,2025-06-03 09:00:00,41,-7,11.3,1500,Summer,6,9
WEJH,WEJH,2025-06-03 09:00:00,30,21,8.8,9900,Summer,6,9
KING KHALED AB,KING KHALED AB,2025-06-03 09:00:00,30,-10,3.1,9900,Summer,6,9
ABHA,ABHA,2025-06-03 09:00:00,30.1,-12,5.1,10000,Summer,6,9
NEJRAN,NEJRAN,2025-06-03 09:00:00,38,-9,3.1,9900,Summer,6,9
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-06-03 09:00:00,36,-7,3.6,9900,Summer,6,9
HAIL,HAIL,2025-06-03 09:00:00,31,-2,2.1,10000,Summer,6,9
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-06-03 09:00:00,39,3,12.4,2000,Summer,6,9
GURIAT,GURIAT,2025-06-03 09:00:00,27,7,6.2,9900,Summer,6,9
SHARURAH,SHARURAH,2025-06-03 09:00:00,41,-9,4.1,9900,Summer,6,9
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-06-03 09:00:00,33,25,3.6,9000,Summer,6,9
WADI AL DAWASIR,WADI AL DAWASIR,2025-06-03 09:00:00,41.5,-9,2.1,10000,Summer,6,9
AL BAHA,AL BAHA,2025-06-03 09:00:00,34.4,-11,5.1,10000,Summer,6,9
AL JOUF,AL JOUF,2025-06-03 09:00:00,29.8,0,7.2,10000,Summer,6,9
RAFHA,RAFHA,2025-06-03 09:00:00,33.8,0,2.6,10000,Summer,6,9
GURIAT,GURIAT,2025-06-03 09:00:00,26.8,7,6.2,10000,Summer,6,9
WEJH,WEJH,2025-06-03 09:00:00,29.5,21,8.8,10000,Summer,6,9
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-06-03 09:00:00,32,3,5.1,10000,Summer,6,9
TURAIF,TURAIF,2025-06-03 09:00:00,25,5,5.1,10000,Summer,6,9
ARAR,ARAR,2025-06-03 09:00:00,29.8,3,2.1,10000,Summer,6,9
YENBO,YENBO,2025-06-03 09:00:00,38,16,10.3,10000,Summer,6,9
SHARURAH,SHARURAH,2025-06-03 09:00:00,40.9,-9,4.1,10000,Summer,6,9
MINA,MINA,2025-06-03 09:00:00,37.6,16,2.1,10000,Summer,6,9
ARAFAT,ARAFAT,2025-06-03 09:00:00,39.9,10,5.1,8000,Summer,6,9
KING KHALED INTL,KING KHALED INTL,2025-06-03 09:00:00,37,-4,4.6,9900,Summer,6,9
TABUK,TABUK,2025-06-03 09:00:00,28.4,0,2.1,10000,Summer,6,9
TABUK,TABUK,2025-06-03 09:00:00,28,0,2.1,9900,Summer,6,9
HAIL,HAIL,2025-06-03 09:00:00,31,-2,2.1,9900,Summer,6,9
QAISUMAH,QAISUMAH,2025-06-03 09:00:00,36.6,-2,6.7,10000,Summer,6,9
AL BAHA,AL BAHA,2025-06-03 09:00:00,34,-11,5.1,9900,Summer,6,9
TAIF,TAIF,2025-06-03 09:00:00,35,-9,4.1,10000,Summer,6,9
TAIF,TAIF,2025-06-03 09:00:00,35,-9,4.1,9900,Summer,6,9
KING KHALED AB,KING KHALED AB,2025-06-03 09:00:00,30,-10,3.1,10000,Summer,6,9
ABHA,ABHA,2025-06-03 09:00:00,30,-12,5.1,9999,Summer,6,9
WADI AL DAWASIR,WADI AL DAWASIR,2025-06-03 09:00:00,42,-9,2.1,9900,Summer,6,9
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-06-03 09:00:00,39.3,-8,1.5,10000,Summer,6,9
YENBO,YENBO,2025-06-03 09:00:00,38,16,10.3,9900,Summer,6,9
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-06-03 09:00:00,32.9,25,3.6,9000,Summer,6,9
RAFHA,RAFHA,2025-06-03 09:00:00,34,0,2.6,9900,Summer,6,9
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-06-03 09:00:00,39,5,15.4,3500,Summer,6,9
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-06-03 09:00:00,35,18,9.3,9900,Summer,6,9
KING KHALED INTL,KING KHALED INTL,2025-06-03 09:00:00,37.4,-4,4.6,10000,Summer,6,9
AL AHSA,AL AHSA,2025-06-03 09:00:00,40.5,-7,11.3,1500,Summer,6,9
GASSIM,GASSIM,2025-06-03 09:00:00,37,-3,4.1,9900,Summer,6,9
ARAR,ARAR,2025-06-03 09:00:00,30,3,2.1,9900,Summer,6,9
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-06-03 08:00:00,35,17,8.2,9900,Summer,6,8
AL AHSA,AL AHSA,2025-06-03 08:00:00,41,-4,9.8,2000,Summer,6,8
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-06-03 08:00:00,35,-6,4.1,9900,Summer,6,8
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-06-03 08:00:00,34,26,3.6,9000,Summer,6,8
AL BAHA,AL BAHA,2025-06-03 08:00:00,32,-10,4.6,9900,Summer,6,8
TAIF,TAIF,2025-06-03 08:00:00,34,-12,2.1,9900,Summer,6,8
GURIAT,GURIAT,2025-06-03 08:00:00,26,9,8.2,9900,Summer,6,8
HAIL,HAIL,2025-06-03 08:00:00,29,-1,5.1,9900,Summer,6,8
BISHA,BISHA,2025-06-03 08:00:00,35,-7,2.1,9900,Summer,6,8
SHARURAH,SHARURAH,2025-06-03 08:00:00,40,-7,5.1,8000,Summer,6,8
KING KHALED INTL,KING KHALED INTL,2025-06-03 08:00:00,36,-5,5.1,9900,Summer,6,8
KING KHALED AB,KING KHALED AB,2025-06-03 08:00:00,30,-7,2.6,9900,Summer,6,8
NEJRAN,NEJRAN,2025-06-03 08:00:00,37,-11,3.1,9900,Summer,6,8
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-06-03 08:00:00,37,-6,2.1,9900,Summer,6,8
TABUK,TABUK,2025-06-03 08:00:00,27,0,4.1,9900,Summer,6,8
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-06-03 08:00:00,31,5,7.7,9900,Summer,6,8
AL JOUF,AL JOUF,2025-06-03 08:00:00,29,2,3.6,9900,Summer,6,8
QAISUMAH,QAISUMAH,2025-06-03 08:00:00,36,-2,6.2,9900,Summer,6,8
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-06-03 08:00:00,38,6,15.4,3500,Summer,6,8
TURAIF,TURAIF,2025-06-03 08:00:00,24,6,7.2,9900,Summer,6,8
GASSIM,GASSIM,2025-06-03 08:00:00,36,-2,2.6,9900,Summer,6,8
RAFHA,RAFHA,2025-06-03 08:00:00,33,0,3.1,9900,Summer,6,8
WEJH,WEJH,2025-06-03 08:00:00,29,22,7.7,9900,Summer,6,8
YENBO,YENBO,2025-06-03 08:00:00,37,14,8.2,9900,Summer,6,8
ABHA,ABHA,2025-06-03 08:00:00,29,-11,2.6,9999,Summer,6,8
WADI AL DAWASIR,WADI AL DAWASIR,2025-06-03 08:00:00,40,-8,2.1,9900,Summer,6,8
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-06-03 08:00:00,39,6,10.8,2000,Summer,6,8
ARAR,ARAR,2025-06-03 08:00:00,29,4,1.5,9900,Summer,6,8
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-06-03 07:00:00,30,6,7.2,9900,Summer,6,7
TURAIF,TURAIF,2025-06-03 07:00:00,22,7,8.2,9900,Summer,6,7
KING KHALED AB,KING KHALED AB,2025-06-03 07:00:00,28,-6,2.6,9900,Summer,6,7
RAFHA,RAFHA,2025-06-03 07:00:00,32,0,4.6,9900,Summer,6,7
AL AHSA,AL AHSA,2025-06-03 07:00:00,38,-2,9.8,3000,Summer,6,7
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-06-03 07:00:00,35,-4,3.1,9900,Summer,6,7
AL JOUF,AL JOUF,2025-06-03 07:00:00,27,3,4.1,9900,Summer,6,7
QAISUMAH,QAISUMAH,2025-06-03 07:00:00,35,-2,6.2,9900,Summer,6,7
BISHA,BISHA,2025-06-03 07:00:00,34,-5,4.1,9900,Summer,6,7
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-06-03 07:00:00,34,-5,6.7,9900,Summer,6,7
WEJH,WEJH,2025-06-03 07:00:00,29,22,6.7,9900,Summer,6,7
HAIL,HAIL,2025-06-03 07:00:00,28,-1,2.1,9900,Summer,6,7
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-06-03 07:00:00,33,17,8.2,9900,Summer,6,7
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-06-03 07:00:00,32,26,4.6,9000,Summer,6,7
NEJRAN,NEJRAN,2025-06-03 07:00:00,36,-10,2.1,9900,Summer,6,7
GASSIM,GASSIM,2025-06-03 07:00:00,34,-2,4.1,9900,Summer,6,7
ARAR,ARAR,2025-06-03 07:00:00,28,5,4.1,9900,Summer,6,7
SHARURAH,SHARURAH,2025-06-03 07:00:00,38,-7,3.6,8000,Summer,6,7
KING KHALED INTL,KING KHALED INTL,2025-06-03 07:00:00,35,-4,5.1,9900,Summer,6,7
TABUK,TABUK,2025-06-03 07:00:00,26,0,5.1,9900,Summer,6,7
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-06-03 07:00:00,39,6,10.8,3000,Summer,6,7
AL BAHA,AL BAHA,2025-06-03 07:00:00,31,-9,7.7,9900,Summer,6,7
TAIF,TAIF,2025-06-03 07:00:00,32,-9,1.5,9900,Summer,6,7
ABHA,ABHA,2025-06-03 07:00:00,28,-9,6.2,9900,Summer,6,7
WADI AL DAWASIR,WADI AL DAWASIR,2025-06-03 07:00:00,39,-8,5.1,9900,Summer,6,7
GURIAT,GURIAT,2025-06-03 07:00:00,24,10,9.3,9900,Summer,6,7
YENBO,YENBO,2025-06-03 07:00:00,35,13,6.2,9900,Summer,6,7
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-06-03 07:00:00,38,10,13.9,3500,Summer,6,7
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-06-03 06:25:00,38,10,15.4,3500,Summer,6,6
GASSIM,GASSIM,2025-06-03 06:00:00,31.7,-2,5.1,10000,Summer,6,6
GASSIM,GASSIM,2025-06-03 06:00:00,32,-2,5.1,9900,Summer,6,6
AL JOUF,AL JOUF,2025-06-03 06:00:00,25.2,4,5.1,10000,Summer,6,6
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-06-03 06:00:00,34,-3,1,9900,Summer,6,6
YENBO,YENBO,2025-06-03 06:00:00,31.4,14,4.1,10000,Summer,6,6
GURIAT,GURIAT,2025-06-03 06:00:00,22,10,8.2,9900,Summer,6,6
WADI AL DAWASIR,WADI AL DAWASIR,2025-06-03 06:00:00,37.2,-9,5.1,10000,Summer,6,6
WADI AL DAWASIR,WADI AL DAWASIR,2025-06-03 06:00:00,37,-9,5.1,9900,Summer,6,6
TAIF,TAIF,2025-06-03 06:00:00,30.2,-10,2.6,10000,Summer,6,6
SHARURAH,SHARURAH,2025-06-03 06:00:00,34.1,-9,2.1,10000,Summer,6,6
BISHA,BISHA,2025-06-03 06:00:00,31.2,-3,4.1,10000,Summer,6,6
RAFHA,RAFHA,2025-06-03 06:00:00,29.7,0,6.2,10000,Summer,6,6
AL AHSA,AL AHSA,2025-06-03 06:00:00,37,0,8.2,5000,Summer,6,6
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-06-03 06:00:00,27,6,7.2,9900,Summer,6,6
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-06-03 06:00:00,32,26,3.6,9000,Summer,6,6
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-06-03 06:00:00,31,18,7.2,9900,Summer,6,6
ABHA,ABHA,2025-06-03 06:00:00,27,-5,5.1,10000,Summer,6,6
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-06-03 06:00:00,37,8,10.3,2500,Summer,6,6
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-06-03 06:00:00,37.3,8,10.3,2500,Summer,6,6
TABUK,TABUK,2025-06-03 06:00:00,24,4,4.6,9900,Summer,6,6
AL AHSA,AL AHSA,2025-06-03 06:00:00,37.1,0,8.2,5000,Summer,6,6
HAIL,HAIL,2025-06-03 06:00:00,26.6,-1,3.1,10000,Summer,6,6
QAISUMAH,QAISUMAH,2025-06-03 06:00:00,33,-1,5.7,9900,Summer,6,6
RAFHA,RAFHA,2025-06-03 06:00:00,30,0,6.2,9900,Summer,6,6
TURAIF,TURAIF,2025-06-03 06:00:00,20,8,7.2,10000,Summer,6,6
MINA,MINA,2025-06-03 06:00:00,36.5,2,0,8000,Summer,6,6
ARAFAT,ARAFAT,2025-06-03 06:00:00,36.4,2,0,8000,Summer,6,6
KING KHALED INTL,KING KHALED INTL,2025-06-03 06:00:00,33.1,-3,4.6,10000,Summer,6,6
KING KHALED AB,KING KHALED AB,2025-06-03 06:00:00,26,0,3.6,10000,Summer,6,6
KING KHALED AB,KING KHALED AB,2025-06-03 06:00:00,26,0,3.6,9900,Summer,6,6
ABHA,ABHA,2025-06-03 06:00:00,27,-5,5.1,9900,Summer,6,6
NEJRAN,NEJRAN,2025-06-03 06:00:00,34,-11,2.1,10000,Summer,6,6
BISHA,BISHA,2025-06-03 06:00:00,31,-3,4.1,9900,Summer,6,6
AL BAHA,AL BAHA,2025-06-03 06:00:00,29.6,-5,6.7,10000,Summer,6,6
TAIF,TAIF,2025-06-03 06:00:00,30,-10,2.6,9900,Summer,6,6
GURIAT,GURIAT,2025-06-03 06:00:00,21.5,10,8.2,10000,Summer,6,6
WEJH,WEJH,2025-06-03 06:00:00,27,22,3.6,9900,Summer,6,6
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-06-03 06:00:00,27,6,7.2,10000,Summer,6,6
TURAIF,TURAIF,2025-06-03 06:00:00,20,8,7.2,9900,Summer,6,6
ARAR,ARAR,2025-06-03 06:00:00,25.9,4,5.1,10000,Summer,6,6
ARAR,ARAR,2025-06-03 06:00:00,26,4,5.1,9900,Summer,6,6
YENBO,YENBO,2025-06-03 06:00:00,31,14,4.1,9900,Summer,6,6
SHARURAH,SHARURAH,2025-06-03 06:00:00,34,-9,2.1,9900,Summer,6,6
AL-DAWADAMI,AL-DAWADAMI,2025-06-03 06:00:00,31.8,-6,6.2,10000,Summer,6,6
WEJH,WEJH,2025-06-03 06:00:00,27.4,22,3.6,10000,Summer,6,6
HAIL,HAIL,2025-06-03 06:00:00,27,-1,3.1,9900,Summer,6,6
QAISUMAH,QAISUMAH,2025-06-03 06:00:00,33.3,-1,5.7,10000,Summer,6,6
NEJRAN,NEJRAN,2025-06-03 06:00:00,34,-11,2.1,9900,Summer,6,6
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-06-03 06:00:00,32,-6,6.2,9900,Summer,6,6
